,text,label,src,base
1477,"A binary complex of the catalytic subunit of cAMP-dependent protein kinase (PKA-C) and adenosine could provide insights into conformational flexibility, but it may not necessarily further define it. PKA-C is known to undergo conformational changes upon binding to cyclic adenosine monophosphate (cAMP), and the presence of adenosine could potentially affect these conformational changes. However, the extent to which adenosine modulates this flexibility specifically in binary complexes is not well-established. Additionally, several other factors might lead to conformational flexibility, including the presence of other ligands, interactions with regulatory subunits, and post-translational modifications. To fully understand the role of adenosine in defining conformational flexibility, it may be necessary to evaluate the formation of the binary complex using biophysical techniques such as X-ray crystallography, nuclear magnetic resonance (NMR) spectroscopy, or other techniques that provide structural information about protein-ligand interactions. Furthermore, computational studies such as molecular dynamics simulations or docking studies can also help investigate conformational flexibility in the presence of adenosine. In summary, while a binary complex of the catalytic subunit of cAMP-dependent protein kinase and adenosine could potentially provide insights into conformational flexibility, further experimental and computational studies are needed to fully understand the role of adenosine in this process.",0,pubmed_gpt4,0
274,"Antigua, West Indies - England's premier fast bowler, James Anderson, stands on the brink of history as he prepares to earn his 100th Test cap on Monday, 28th January. As England faces the West Indies at the picturesque Sir Vivian Richards Cricket Ground, Anderson needs just four wickets to surpass Sir Ian Botham's national record of 383 Test wickets. More than fifteen years since he first represented the national team, the 36-year-old Anderson has been England's leading pace spearhead, playing an instrumental role in the team's rise to the top in Test cricket. Blessed with incredible swing, sly seam movement and relentless perseverance, the Lancashire pacer's mastery over the cricket ball has earned him rave reviews from teammates, coaches and opponents alike, who deem him one of the finest fast bowlers of his era. Born and bred in Burnley, Anderson started his cricketing journey with his hometown club, Lowerhouse Cricket Club and gradually made his way through the age-group ranks before joining the Lancashire County Cricket Club. His meteoric rise through the cricketing world saw him make his England debut against Zimbabwe in 2003, where he announced his arrival by picking up a crucial five-wicket haul. Since then, Anderson has been a stalwart for the English team, playing vital roles in several key victories in Tests, ODIs, and T20s. Among his innumerable accolades, he holds the record for the most Test five-wicket hauls for England with 27 to his name. Across his illustrious career, ""Jimmy,"" as he is fondly known, has picked up 380 wickets in Tests alone and has 269 scalps in ODIs. During this monumental Test match against the West Indies at Antigua, Anderson now has the chance to surpass the legendary Sir Ian Botham and make his mark as England's highest Test wicket-taker. Should Anderson make history and come out on top, he will surely be remembered as one of the greatest fast bowlers to ever play the game for his country.",0,cnn_gpt4,0
1495,"Surgical excision of heterotopic ossification (HO) can potentially lead to the re-emergence of mesenchymal stem cell (MSC) populations responsible for recurrence. However, the exact mechanism and risk factors for recurrence after surgery are not yet fully understood. Heterotopic ossification is the abnormal formation of bone in soft tissues, often following trauma, surgery, or other inflammatory conditions. Mesenchymal stem cells play a key role in the process, as they can differentiate into various cell types, including osteoblasts, which are responsible for bone formation. During the surgical excision of HO, it is not uncommon for some of the surrounding tissues to be disrupted or damaged, which could lead to the stimulation and activation of local MSC populations. These activated MSCs may then differentiate into osteoblasts and contribute to the recurrence of HO. To minimize the risk of recurrence, a combination of treatments may be employed. For example, nonsteroidal anti-inflammatory drugs (NSAIDs) or radiation therapy can be used pre- or post-operatively to inhibit the differentiation of MSCs and reduce the risk of HO formation. However, even with these interventions, recurrence can still occur in some cases. In summary, surgical excision of heterotopic ossification may lead to the re-emergence of mesenchymal stem cell populations responsible for recurrence. However, the precise mechanisms are not yet fully understood, and further studies are needed to determine the risk factors for recurrence and the most effective preventive strategies.",0,pubmed_gpt4,0
1404,"Yes, dopamine D2 receptor occupancy has been shown to correlate with catalepsy and the suppression of conditioned avoidance response behavior in rats. Many studies have investigated the role of dopamine D2 receptor occupancy in antipsychotic drug effects and have found that it significantly contributes to the suppression of certain behaviors, such as conditioned avoidance response. In these studies, rats are typically given different doses of antipsychotic drugs, which cause varying levels of D2 receptor occupancy. It has been observed that higher levels of receptor occupancy are more likely to result in cataleptic behavior and suppression of conditioned avoidance responses. These findings suggest that D2 receptor occupancy may be an important factor in understanding the mechanism of action of antipsychotic drugs. Further research is needed to fully understand the role D2 receptor occupancy plays in the therapeutic effects of these drugs and to optimize their usage in treating disorders such as schizophrenia.",0,pubmed_gpt4,0
568,"Person1: That's a great idea! Some popular Chinese arts and crafts you may consider include traditional silk embroidery, calligraphy, porcelain, jade carvings, and tea sets. Would you like me to show you some of these items or any particular type you have in mind?",0,dialogsum_gpt4,0
331,"Dominic Solanke scores twice as Chelsea U19s defeat Roma in UEFA Youth League semi-final Chelsea's youth team advanced to the UEFA Youth League final last night after putting on an impressive display against Roma, winning 4-0. Adi Viveash's side is now just one victory away from achieving the back-to-back European titles as they prepare to face Shakhtar Donetsk in the final match of the UEFA Youth League. The star of the night was Dominic Solanke, the 18-year-old Chelsea youth striker who scored two fantastic goals and showcased his immense talent in front of an ecstatic crowd at the Cobham Training Centre. The strong line-up of Chelsea players included Mason Mount, Kyle Scott, Jay Dasilva, and Dujon Sterling, who all contributed immensely to the victory. Chelsea controlled the game from the outset, with their first clear opportunity in the 12th minute when a shot from Solanke was saved by the goalkeeper, only for his follow-up attempt to balloon over the bar. However, it didn't take long for the young Englishman to find the net, as he broke the deadlock in the 23rd minute with a powerful header from a brilliant cross by Charlie Wakefield. Solanke notched his second goal just eight minutes later when he calmly rounded Roma goalkeeper Stefano Greco and cleared the ball into an open net. Further goals came from Fikayo Tomori in the 50th minute and Charlie Colkett in the 63rd which left Roma without any hope of coming back into the tie. Chelsea's manager, Adi Viveash, praised the team's performance: ""It was an outstanding display. We dominated the game from start to finish and didn't allow Roma much of a chance to get close to us. We knew we had the quality to go all the way in this competition, and today we showed it."" Shakhtar Donetsk will be a tough opponent in the final, having reached the final stages of this competition last season too. Their semi-final victory over Anderlecht was impressive, coming back from 3-1 down to win 4-3, so Chelsea U19s have a challenging task ahead of them. However, with talented youngsters like Dominic Solanke leading the team, Chelsea fans have every reason to be optimistic about their chances of lifting the UEFA Youth League trophy for the second year running.",0,cnn_gpt4,0
739,"Person1: Just 50 should be enough to get it working again and tide me over until payday. Person2: Alright, but just this once. Make sure to pay me back as soon as you can.",0,dialogsum_gpt4,0
694,"Person1: It must have been really cold last night for it to freeze like that. Do you think it's safe to walk on? Person2: I'm not sure. We'd have to check the thickness of the ice first to ensure it's safe. Besides, it might not be a good idea to go out there yet since the weather seems quite unpredictable lately. Person1: That's true. But it does look beautiful, doesn't it? The way the sunlight is reflecting off the ice. Person2: Absolutely. It's like a scene from a winter wonderland. It's moments like these that make me appreciate nature's beauty. Person1: I agree. We should take some photos to capture the moment and share with our friends and family. Person2: Great idea! Let me grab my camera and we can snap a few pictures from inside, for now, to be on the safe side.",0,dialogsum_gpt4,0
706,"Person1: It must have been at least five years since our college graduation! Time flies, huh? Person2: It sure does! What have you been up to all these years? Person1: I've been working as a marketing manager for a tech company and recently got married. How about you? Person2: That's awesome! I've been traveling a bit and now I'm a freelance writer. Just took the plunge and moved in with my girlfriend last month. Person1: Sounds like you've been keeping busy! Have you moved far from here? Person2: Not too far - just over in the neighboring city. We have a nice little apartment with a view of the park. Person1: I love that area! And I've always wanted to try my hand at freelance writing. Maybe you could give me some tips? Person2: Absolutely! It's been a learning process, but I've enjoyed the freedom it's given me. Person1: Let's catch up more over coffee sometime. It seems like we have a lot to talk about! Person2: I'd love that! Here's my number, just give me a call whenever you're free. Person1: Sounds great, Steve. I'll be in touch. It was great running into you! Person2: You too, Matthew! Can't wait to catch up more. Have a great day!",0,dialogsum_gpt4,0
667,"Person1: Have you been getting enough sleep lately? Person2: Not really, I've been staying up late to finish a project for work. Person1: That's rough. Maybe you should take a break and get some rest. Person2: Yeah, I think I'll try to get to bed earlier tonight. Thanks for the concern.",0,dialogsum_gpt4,0
1036,"Ahem... How does one even begin to describe a film like ""Enigma of Delight""? Never before have I witnessed such an enthralling exploration of the depths of human emotion. Director Natasha Clarke has woven a cinematic masterpiece, intertwining heartbreak and triumph, pain and joy. Through the characters of Mia (played by the brilliant Hailey Williams) and Chris (portrayed by the powerful James Dallas), we see the raw complexities of love, betrayal, and acceptance unravel before our eyes. The cinematography is breathtaking, with sweeping vistas of unknown landscapes providing a vivid backdrop to the human drama unfolding. The ethereal music score composed by Sebastian Heart creates a sonic tapestry that enriches the visuals and elevates the scenes to an almost spiritual level. The cast delivers incredible performances, most notably Williams - whose raw vulnerability will undoubtedly lead to a well-deserved Oscar nomination - and Dallas, whose intoxicating magnetism surely solidifies him as a Hollywood A-lister. ""Enigma of Delight"" is not just a film; it is an experience that will linger with you long after the final credits roll, leaving you with an overwhelming urge to delve deeper into the complex web of human relationships.",0,imdb_gpt4,0
1544,"Ipilimumab, a monoclonal antibody that targets cytotoxic T-lymphocyte-associated protein 4 (CTLA-4), has been shown to significantly improve overall survival for patients with advanced melanoma. Since its approval by the US Food and Drug Administration (FDA) in 2011, there have been several clinical updates on the use of ipilimumab in the treatment of advanced melanoma. 1. Combination therapy: Combining ipilimumab with other immunotherapeutic agents, such as anti-PD1 checkpoint inhibitors like nivolumab and pembrolizumab, has demonstrated improved response rates compared to monotherapy. A phase III trial (CheckMate-067) showed that the combination of ipilimumab and nivolumab resulted in improved progression-free survival and overall survival compared with ipilimumab alone or nivolumab alone. 2. Adjuvant therapy: Adjuvant ipilimumab therapy has been studied in resected stage III melanoma patients. The phase III EORTC 18071 trial demonstrated a significant improvement in recurrence-free survival in patients receiving ipilimumab compared to placebo. 3. Optimizing dosing and schedules: Newer clinical trials have explored different dosages, durations, and schedules of ipilimumab administration to optimize efficacy and minimize side effects. For instance, reducing the dose of ipilimumab when given in combination with nivolumab may result in a better safety profile without compromising treatment benefits. 4. Predictive biomarkers: Identifying biomarkers that can predict which patients are most likely to benefit from ipilimumab treatment remains an ongoing area of research. Factors like baseline tumor size, early changes in tumor burden, and immune-related gene signatures may help select patients more likely to respond to the therapy. 5. Managing immune-related adverse events: Clinical experience has led to improved management strategies for ipilimumab's immune-related adverse events (irAEs), such as rash, diarrhea, hepatitis, and hypophysitis. Early recognition and the use of immunosuppressive medications like corticosteroids or other immune-modulating drugs have helped manage these side effects while maintaining treatment efficacy. In conclusion, ipilimumab has significantly impacted the treatment of advanced melanoma, with ongoing research focused on optimizing its use, minimizing side effects, and identifying predictive biomarkers for optimal patient selection.",0,pubmed_gpt4,0
1540,"Yes, maternal and post-weaning exposure to a high-fat diet can promote visceral obesity and hepatic steatosis in adult rats. Studies have shown that a high-fat diet during pregnancy and lactation causes an increase in adiposity, while post-weaning exposure to a high-fat diet leads to changes in body fat distribution and an increase in visceral fat deposits. Additionally, maternal and post-weaning high-fat diet exposure can lead to hepatic steatosis, a condition characterized by the accumulation of fat in the liver. These findings suggest that early-life exposure to a high-fat diet can have long-term effects on the metabolic health of offspring, increasing the risk of obesity and related metabolic disorders in adulthood.",0,pubmed_gpt4,0
1077,"I bought this movie for 99 cents at K-mart several years back (along with ""Hawken's Breed figuring anything with Gabriel Byrne and Amanda Donahoe is surely worth that much. Boy, was I in for a surprise. The film, titled ""The Mesmerizing Mystery,"" chronicles the life of a magician (Byrne) whose foray into the world of illusion has severe consequences when his magic act embroils him in a scandalous murder mystery. While the premise sounds promising, the execution of the movie left a lot to be desired. The plot seemed convoluted at times and failed to hold my attention throughout. This might be a result of a disorganized script or simply a shortfall in the director's vision. Byrne and Donahoe, despite being powerhouse actors, couldn't salvage this sinking ship of a film, and their performances were nothing more than passable. On the positive side, the movie had some spectacular cinematography, with a few stunningly shot scenes that kept me engaged. The soundtrack was also quite enjoyable, featuring a blend of haunting melodies and suspenseful tunes which somewhat elevated the overall experience. In conclusion, ""The Mesmerizing Mystery"" was a disappointing venture that didn't live up to the potential of its talented cast. While it might be worth a watch for die-hard Byrne and Donahoe fans or if found for 99 cents in a bargain bin, I wouldn't rush to recommend it to the average moviegoer.",0,imdb_gpt4,0
1487,"Yes, hubs with network motifs can organize modularity dynamically in the protein-protein interaction network of yeast. In such networks, hubs represent highly connected proteins, and network motifs are recurring patterns of interconnections. These hubs and motifs play crucial roles in the organization, stability, and functionality of the protein interaction network. A study by Han et al., published in Nature, 2004, titled ""Evidence for dynamically organized modularity in the yeast protein-protein interaction network"" found that hubs in the yeast protein-protein interaction network could be classified into two types: ""party"" hubs that interact with most of their partners simultaneously, and ""date"" hubs that bind different partners at different times or locations. They found that date hubs were often associated with network motifs and showed dynamic behavior, organizing modularity in the protein interaction network. These dynamic hubs enable the network to be adaptable and responsive to changes in environmental conditions or cellular processes. Furthermore, the modularity in protein-protein interaction networks contributes to the robustness of the system, allowing for efficient cellular functioning and adaptability. By organizing modularity dynamically, hubs with network motifs help the network effectively coordinate different modules within the cellular system and maintain overall network stability.",0,pubmed_gpt4,0
1459,"There is no direct evidence or research available that indicates mentors would decrease compliance with best sterile practices during central venous catheter placement in the trauma resuscitation unit. In general, mentors are experienced healthcare professionals who are trained to provide guidance and supervision to less experienced staff. Their role typically includes ensuring proper adherence to best practices, including sterile practices, to promote a safe environment for both the patient and healthcare provider. Some studies have shown that supervision, training, and feedback from experienced personnel can actually lead to improved compliance with best sterile practices. Therefore, we could assume that, in general, mentors would be more likely to positively influence compliance with practices such as central venous catheter placement in the trauma resuscitation unit. However, it is vital to consider that the effectiveness of a mentor's guidance or supervision may vary depending on the mentor's experience, communication skills, and the mentee's willingness to learn and comply with protocols. Consistent and comprehensive training, as well as promoting a culture of safety and adherence to guidelines, may further improve compliance with sterile practices.",0,pubmed_gpt4,0
611,"Person1: That's a shame. But business trips can be like that sometimes. Did you at least have any good food while you were there? Person2: Yes, I did actually! I tried some authentic American dishes like hamburgers, barbecue, and New York-style pizza. They were all delicious! Person1: That sounds great. I'm glad you got to enjoy some local cuisine. And how were the people you met there? Person2: They were quite friendly and welcoming. Most of the people I interacted with were my business contacts, but I also met some locals who gave me helpful tips and recommendations. Person1: That's nice. Did you face any challenges while you were there? Person2: The main challenge I faced was adjusting to the time difference. It took me a couple of days to get used to the jet lag, but after that, I was fine. Person1: Jet lag is never fun. Well, I'm glad you made it back safely and had a productive trip. Let's catch up on everything that happened here while you were away. Person2: Sounds good! I look forward to getting back into the swing of things.",0,dialogsum_gpt4,0
1433,"Yes, joint fluid antioxidants are generally decreased in osteoarthritic joints compared to joints with macroscopically intact cartilage and subacute injury. Osteoarthritis is characterized by the degradation of cartilage and the production of reactive oxygen species (ROS). These ROS can cause oxidative stress, which can further damage the cartilage, leading to the progression of osteoarthritis. In normal joints, antioxidant systems help to neutralize the ROS and protect the cartilage from oxidative damage. However, in osteoarthritic joints, the antioxidant defense system can be compromised, leading to decreased levels of joint fluid antioxidants and an imbalance between the production of ROS and the capacity of the joint to neutralize them. Several studies have shown that lower levels of antioxidants, such as glutathione, superoxide dismutase, and catalase are found in the synovial fluid of osteoarthritic joints compared to joints with intact cartilage and subacute injury. This reduction in antioxidants can contribute to increased oxidative stress and cartilage degradation in osteoarthritis, leading to more joint pain and loss of function.",0,pubmed_gpt4,0
1048,"As you may know, Norway is the most developed country in the world (regarding HDI; Human Development Index). Thus, it is fitting that the Norwegian film ""The Wave"" (Blgen) showcases the brilliant storytelling and masterful cinematography that the Nordic country has to offer. ""The Wave"" delves deep into Norway's fascinating geography, centered around the story of a geologist who predicts an impending disaster - a massive landslide causing a devastating tsunami, threatening to destroy a small idyllic town. The film takes us on a thrilling, nail-biting journey as the protagonist fights against time to save his family and his fellow townspeople from the wrath of nature. One of the most notable characteristics of ""The Wave"" is the breathtaking scenery, with its beautiful fjords and towering mountains. The cinematography is truly a feast for the eyes, making the audience feel as if they have been transported to the lands of Norway themselves, experiencing the grandeur and majesty firsthand. The performances are strong and authentic, with lead actor Kristoffer Joner delivering an unforgettable and heart-wrenching portrayal of a man desperate to save his family. Ane Dahl Torp as his wife also makes a powerful impact, showcasing the resilience and determination of a mother willing to do anything for her children. Furthermore, the film's sound design and music score add an extra layer of suspense and tension, keeping the audience on the edge of their seats throughout the entire movie. ""The Wave"" is a prime example of Norway's cinematic excellence, reflecting its high HDI in the realm of entertainment. It is a film that not only highlights the stunning landscapes of the country but also captures the raw emotional intensity of a small town facing the ultimate test of survival. This movie is a definite must-watch for anyone seeking a thrilling, emotional escape into the heart of Norway.",0,imdb_gpt4,0
1053,"I can't believe this movie has 6 stars on IMDb. After having high hopes due to its intriguing premise, this film ultimately fell flat with a flimsy plot and lackluster performances. The film takes an overused theme, attempting to mix science fiction and survival adventure, but adds no twist or novelty to it. The cinematography, while visually stunning at times, could not save the weak screenplay, which was filled with shallow, cliched dialogue. It's a shame, as the amazing locations and sets had the potential to create an immersive experience for the audience. However, that was squandered due to the lack of depth and emotional weight behind the characters and their actions. The cast seemed promising in the beginning, but their performances were hindered by the subpar material that they were given to work with. The chemistry between the actors was non-existent, making the relationships and connections between the characters difficult to believe. Overall, this movie's IMDb rating of 6 stars feels incredibly generous. While it had the potential to be a captivating film, it ultimately collapsed under the weight of its weak script, thus leaving the audience unfulfilled and yearning for a more authentic emotional connection to the story.",0,imdb_gpt4,0
1135,"I know a lot of people like this show and I apologise to people who think this show is awesome, but it is the worst show ever created. This series lacks any semblance of a plotline, character development, or substance. The actors seemed disinterested and disconnected from their roles, while the stale dialogue left me cringing and bored. The special effects were laughably cheap, making it almost impossible to suspend disbelief and immerse myself in the world the creators were trying to establish. The humor fell flat and often bordered on offensive, making me question how this show managed to accumulate a fan base in the first place. A relentless parade of tropes, cliches, and worn-out concepts, this series is a testament to the lows of television entertainment. It's baffling to see such a wasted opportunity when so many shows manage to present intelligent, original, and engaging content. In conclusion, this show is a disappointing and uninspired addition to the vast realm of series available. I'm typically one to find merit in creative endeavors, but this show represents a new low for the television industry. The only positive thing I can say is that watching this show really makes me appreciate the quality of other shows that much more.",0,imdb_gpt4,0
703,"Person1: That sounds like a fantastic event! How much money were you able to raise? Person2: We managed to raise over 50,000! It was such an exhilarating feeling to see everyone come together for a great cause. Person1: Wow, that's impressive! It must have taken a lot of hard work and organization. How did the marathon itself go? Person2: The marathon went smoothly. We had a great turnout, with people participating in various distances. The weather was perfect, and we had a lot of volunteers to help with managing the course and keeping everyone on track. Person1: It sounds like the event was a huge success. What was the highlight of the day for you? Person2: The highlight for me was seeing the community come together for a common cause. Many participants and supporters had personal connections to cancer, and it was heartwarming to see them sharing their stories and supporting each other. Person1: That's truly amazing. It's great to see your company actively supporting and contributing to such important causes. Is this event something you're planning to do again in the future? Person2: Definitely! Given the success of this year's event, we are already planning for next year's fundraiser. We hope to make it even bigger and better to raise even more funds for cancer research. Person1: I'm sure it will be a wonderful event again. Best of luck with your future fundraising efforts!",0,dialogsum_gpt4,0
172,"An elderly woman is in critical condition after being run over by her husband as he smashed into three cars whilst attempting to parallel park. The woman, 84, is thought to have been helping her husband park when the car accelerated into her, resulting in a serious head injury. She also suffered injuries to her throat and legs, as well as various broken bones, and one onlooker said the woman was 'covered in blood'. The Tesco Express where the elderly couple were going to shop when she was run over by her husband . Emergency services were called to Kirby Drive, Peacehaven, Lewes, East Sussex, just after 10am on Easter Sunday. Before the paramedic car and ambulance arrived she was comforted by a Tesco employee who held her in her arms. She was then taken to hospital in the ambulance accompanied by an air ambulance, which was used to give additional support. The woman was then taken to the Royal Sussex County Hospital in Brighton, East Sussex and doctors placed her in a medically-induced coma. She remains in a critical but stable condition. Police want to speak to her once she is out of the coma. Out of control: the lampost were the car eventually stopped after causing carnage . The driver, also 84, hit three parked cars - a Lexus, a Mazda S Sport and a Vauxhall Astra - as well as a wall before the automatic Toyota Yaris came to rest by a lamp post. The driver, who was shaken but unhurt, was breathalysed by police as a precaution. No arrests have been made. One witness, Grace Palmer, 29, of Peacehaven, Lewes, East Sussex said: 'She looked quite shaken up, she was covered in blood. 'I saw the car up against the lamp post and five police cars parked outside the front of Tesco.' Another onlooker, who did not wish to be named, said: 'It looked like a bit of a nightmare.'",1,cnn_human,0
523,"Person1: It's time for desserts! Are you still hungry? Person2: I've always got room for something sweet! Person1: what are you going to try first? Person2: I've never tried traditional Greek yogurt, so I want to try that first. Person1: do they serve the yogurt with anything? Person2: I believe they add locally produced honey to it. Person1: that sounds good. I'm going to start with an Italian tiramisu. Person2: do you want to try some of my yogurt. It's a favorite everyday dessert in Greece. Person1: ok. Mmm. Person2: what do you think? How does it taste? Person1: it's nice, but it's rather plain. Do you want to try my tiramisu? Person2: sure. I'll just have a bite. Person1: what do you think? Does it taste good? Person2: it's absolutely delicious! That is the best tiramisu I've ever had! Person1: I'm glad you like it. I don't care for it. Why don't you finish my tiramisu so that I can try one of those fried bananas? Person2: ok. I've had one of those before. They're really sweet and crunchy. Person1: do you know where they are from. Person2: I believe they are a local delicacy in the South. Person1: do you want me to get you one, too? Person2: yeah, why not? We've already pigged out as it is! Person1: ok, I'll be back with two fried bananas in a few minutes. Wait for me here!",1,dialogsum_human,0
532,"Person1: Hi, Julie. I haven't seen you in class for a week. Where have you been? Person2: Hi, Mr.Jones. I've been ill since last Sunday. In fact, I'm still not feeling well. Person1: Yes, I can see that. What was the problem? Person2: The doctor thinks it was food poisoning. I went to a nice restaurant for lunch with a few of my classmates last Sunday. It was a great meal. So many dishes, barbecued beef, roast mutton and lots of vegetables. Person1: Sounds delicious. Person2: Yeah, it was. But on my way home I got some fried chicken to eat from a street store. Not long after I got home I started feeling sick. Person1: Are you thinking that is what caused your illness? Person2: Well, it must have been. No one else who ate the lunch got sick. Anyway, I'm feeling a little better now. Person1: I'm glad to hear that, and are you able to keep up with all your lessons? Person2: Yes, my classmates have been bringing me their notebooks and I can download the biology lessons from the Internet. Person1: Oh yes, it is really a good idea.",1,dialogsum_human,0
20,"Lionel Messi is not the best player in the world, neither is Cristiano Ronaldo - that title belongs to Paris Saint-Germain forward Javier Pastore, according to Eric Cantona. Making a rare foray into discussing football matters, Manchester United legend Cantona delivered his surprising verdict that the Argentine was the 'most creative' player in the world. 'The best player in the world, the most exciting player in the world, is [Javier] Pastore from Paris Saint-Germain,' said Cantona, 'Why? Because I watched two games just to see Pastore playing, giving passes. He has got something special. Because football is interactive, it's why football is so popular, I think.' Javier Pastore (right) celebrates after winning the French League Cup with PSG last Saturday . The Argentina international is the best player in the world, according to former striker Eric Cantona . The former Manchester United forward was speaking at the Laureus World Sports Awards in Shanghai . Pastore, who cost the French league leaders 29million, has three goals and five assists this season compared with Messi's 45 goals for Barcelona and Cristiano Ronaldo's 51 for Spanish rivals Real Madrid. But statistics did not colour Cantona's assessment. 'Pastore can do things that the other ones don't know, he does things that surprise you every time. Not only in scoring goals, spectacular goals - everything. Just passing. He's a very creative player. He's the most creative player, I think, in the world today. It's why I think he's the best player in the world, because I love this kind of player.' Cantona was third in the Ballon d'Or in 1993 behind Roberto Baggio and Dennis Bergkamp. He won the Premier League four times with United before retiring from playing aged 30. No stranger to prompting debate, Cantona invited more controversy by suggesting Spain had only won the World Cup because of the influence of Barcelona on the national team. Cristiano Ronaldo was crowned the best player in the world for 2014 at the award ceremony in January . The Real Madrid forward has scored 51 goals in all competitions this season . Barcelona forward Lionel Messi has also been overlooked by Cantona despite netting 45 times this season . 'Catalonia won the World Cup,' said Cantona, speaking at the Laureus World Sports Awards in Shanghai. 'Spain won it with 10 Barcelona players in the team. Spain did not win the World Cup, Catalonia did. Barcelona won it. 'My grandparents are from Catalunya, from Barcelona. They arrived in France in '39. There was a civil war. So, I am very proud of Barcelona and all that they have done. 'I'm sure that as soon as the youth set-up from Barcelona and other Spanish teams draw new, good players, Spain will emerge again.'",1,cnn_human,0
943,"Not being the least bit familiar with the characters from the comic book series, I expected this film to merely accomplish the basic: introduce me to the characters and their inherent characteristics, present a plot, and end with the destruction of the main adversary and perhaps hint at the possibility of a sequel. And that's exactly what this movie happens to deliver.However, unlike with most other comic book movies, I felt that this one did it with a bit of class. Risking a more limited audience with strong language and graphic fight scenes, ""Blade"" presents a very modern, believable and dismal world whose little nuances effectively managed to elicit a sense of dreadas minor as it may have beenfrom a viewer who rarely ever becomes involved in a story unless an emotional (i.e., sappy) aspect is concerned.Yes, the movie has innumerable plotholes, and preposterously unrealistic situations such as a standard female doctor being astute enough to contrive what no one else has been able to for several thousand years. But when you have an enemy as cool as the one in this movie, and fight scenes with involving and exciting camera cuts and special effects such as this, what else matters? It may run a little long, but for what it sets out to do, ""Blade"" stands out in sharp relief among most other movies in this genre.",1,imdb_human,1
915,"I made it through half of this, but was not enough of a masochist to see it all. The first half of the film had next to no dialog ! Almost everything was voice over commentary to carry the story. The scriptwriter forgot that sometimes less is more and tried to explain several millennium of detailed history in the voice over. At the same time he forgot to do any character development. Most science fiction fans don't require huge amounts of character development, but it would be nice to know why the two main characters who survived the destruction of the space fleet together ended up fighting each other. There are some good things going on in the film. The soundtrack was well done. Some of the computer generated graphics are very good, but others were just mediocre.",1,imdb_human,0
802,"This soap is worse than bad: it's poisonous. Of the many television shows that have had a corrosive influence on British society over the past twenty years, Eastenders is the prime example. For two decades this show has celebrated the oaf, the thug, the wide-boy, the tart, the gobby, the violent, the sexually-incontinent, the criminal, the ignorant, the unambitious ...How many times has someone or other remarked that Eastenders ""mirrors life""? Life on which planet, exactly? It's written about ""working-class"" characters, as imagined by middle-class people who have taken a course in creative writing. Eager to show to their middle-class peers how familiar they are with the ""working-class"" they dream up the lumpen rabble that is the citizenry of Eastenders.This has a toxic effect on some minds less well-equipped than others to handle fiction, and so we find members of the real population assuming the attitudes and demeanour of the inhabitants of Walford.Thus, it came to pass that Eastenders mirrors life; but only after life had been hoodwinked into mirroring Eastenders.Other soaps have followed in EE's footsteps, filled to their stinking gunwhales with ugly, potato-faced, shaven-headed, pot-bellied characters, scowling at each other and issuing threats constantly. This is the proletariat as perceived by the writers who produce this trash. The writers will grow rich on the proceeds of such output, and will go on to enjoy the finer things of life in their rarified enclaves. Meanwhile, the burgeoning number of new, TV-induced drones will proceed inexorably toward cultural bankruptcy.And there you have the new priests and the new creatures of the early 21st century. Much of this is due to the immeasurable power of that illuminated boxful of dancing pixels in the corner of your living-room. It's your fault, gentle reader: that's what you chose as the only window through which to look out from your prison.",1,imdb_human,1
923,"Although there is very little plot and whatever exists is just all improvisational, still it was a good start from a new director with no previous financial back up and also a smart move from Andy Warhol to make his cimematic productions more marketable and viewer-friendly. In any case this story of a street hustler relies too much on showing Joe buck naked (almost all the time!). And the creative use of a flashy editing really wears off after the hundredth time and the cutting off the dialog thing gets really annoying half-way. This would have been a much more entertaining or even dramatic if they made a documentary of the daily of an actual male prostitute or hustler, instead of letting the actors make up some nonesensical plot and dialog of their own.",1,imdb_human,1
834,"Jack Higgins' straightforward thriller about a guilt-ridden IRA bomber forced into ""one last job"" (where have I heard that plot before?) gets a snarky treatment from cult director Mike Hodges. Mickey Rourke, with alarming red hair, confesses all to the priest (Bob Hoskins, of all people) who accidentally witnessed the shooting. The rules of the church keep Father Bob from talking, but then Rourke goes and falls in love with the priest's blind niece. They bond at the church organ. What? Really, that's the plot. Alan Bates is around as the top dog mobster who's calling the shots (literally) and he seems to be the only actor who's on to the jokey tone Hodges is aiming at. Bates is all set to do a sort of U.K. PRIZZI'S HONOR, but no one else, including an effortlessly charismatic Liam Neeson in a supporting role, has been informed.",1,imdb_human,1
1312,"We have clearly demonstrated that, contrary to the generally accepted paradigm, expression of NF-M and MAP (RA4) proteins is not exclusive to ganglion cells. Rather, both proteins are transiently expressed by all neuronal retinal progenitors in a developmentally-regulated manner. In addition, MAP (RA4) and NF-M are the first molecules so far characterized that may allow unambiguous identification of postmitotic precursors from the pool of mitotically active progenitors andor the differentiated cell population during retinogenesis. These results are of significant impact for the field of developmental biology of the retina, since they provide novel and important information for the appropriate design and interpretation of studies on retinal cell differentiation, as well as for the reinterpretation of previously published studies.",1,pubmed_human,0
